bnf_code,actual_cost,predicted_cost,predicted_cost_AutoARIMA-lo-95,predicted_cost_AutoARIMA-hi-95
0302000N0BGAAAZ,960294.0350400001,529088.2482878986,383559.33023662167,674617.1766197783
0302000N0BGABBF,1245071.08397,613468.5414810996,533790.6825464003,693146.4229459951
0302000N0BGACBG,1195817.1937499999,652654.8729731953,564951.6100961191,740358.1546208613
0302000N0BIAABF,1735411.1666300003,908366.6919967773,820204.8449215556,996528.5939201749
0302000N0BIABBG,2385036.8659800002,1265582.6758483641,1081806.2361154023,1449359.1338671006
0302000N0BLAABE,517916.06340999994,243152.37156236573,147369.95235291138,338934.789228186
0302000N0BLABBF,448682.3829600001,198374.17612800002,116271.05800996094,280477.29424603906
0302000N0BLACBG,458344.30224999995,211018.4130786313,186918.9416801267,235117.9004737583
0302000U0AAABAB,830656.6060400001,5366.312304616666,4957.697726826481,5774.926882406851
0302000V0AAAAAA,527083.3652700001,9273.591773651937,7777.639078780517,10769.544805835976
0302000V0AAABAB,661208.95996,11934.12535601888,8265.505129519042,15602.745834073892
0302000V0BBAAAA,11740987.72681,5815901.053720702,5182546.143815429,6449255.855685937
0302000V0BBABAB,16478477.459540006,8283371.1114,7821340.967756249,8745401.255043749
0302000Y0BBAAAA,5990373.40128,3262463.2157797846,2992090.470167529,3532836.0428044433
0302000Z0BBAAAA,68699326.52008,32917647.280043747,28427468.347377732,37407827.18965859
0303020G0AAAAAA,545601.8134399999,251756.84310955356,226543.0889270312,276970.5995920089
0303020G0AAABAB,6998869.639609999,2980496.6742857145,2638236.3171428572,3322757.0571428575
0303020G0AAACAC,163059.39226000002,78698.954562375,69740.6657933482,87657.24429319195
0303020G0AAADAD,600838.6103900003,315991.08,249575.119375,382407.040625
0304010A0AAAAAA,834595.3524300001,354998.2166436094,298244.70290498435,411751.74823807814
0304010ABAAAAAA,612113.4121399997,332658.2139583333,264379.9159583333,400936.50797916664
0304010D0AAAAAA,1305360.9302100001,557039.0540373332,474850.1110013333,639228.0282966666
0304010D0AAABAB,507288.8183,261782.75809999998,10786.233421874998,512779.2778
0304010E0AAAAAA,3269036.24653,1253146.9421496,987766.7745516,1518527.120988
0304010E0AAABAB,9237582.06453,3686799.463561133,2748392.3538826164,4625206.543421366
0304010G0AAABAB,651126.7326600002,333062.61786666664,253499.42854999995,412625.79326666665
0304010G0AAACAC,1297704.6062699999,445282.4497818571,401828.89630303567,488736.0089477856
0304010I0AAAAAA,2869064.1928,1250451.7864799998,1094891.5352249998,1406012.0377349998
0304010I0AAABAB,9825809.414969997,2789512.48575,1171220.0514375,4407804.90675
0304010J0AAACAC,363182.91236000013,168338.12119585712,152915.11315746428,183761.12923425
0304010W0AAADAD,6209196.755330003,2426128.2179464283,1803841.5094977678,3048414.907232143
0304010W0AAALAL,25732995.620050013,14246377.2625,12438705.019642856,16054049.505357143
0304010W0AAAPAP,728319.5636499999,367050.18583535997,280869.20565336995,453231.17753875995
0304010Y0AAABAB,1726169.3007099996,875234.5020661866,679873.0880494172,1070595.9423661726
0304010Y0AAACAC,1351531.35423,656716.8146197676,471800.7653568811,841632.8460626682
0304010Y0AAADAD,1930873.5265600001,971768.5009604979,846088.3883508974,1097448.5398154275
0304030C0BEAAA2,6410328.22788,3317925.9209140036,1147046.4883890722,5488805.427258945
0304030C0BEABA3,28340680.024460003,11723952.019704454,6165502.482205644,17282401.311136562
0304030C0BHAABF,1812862.1592099997,124438.66421111696,-1767478.9161592089,2016356.2691881128
0304030C0BHABA3,5002915.876379998,-357901.45492,-3337640.3419353515,2621837.4074886814
0307000C0BNAAAR,568050.8275499999,258756.109720625,199929.8688076823,317582.3586833333
0307000J0AAAAAA,18572112.404799998,11181555.712000001,9906296.704,12456814.848000001
0307000J0AAACAC,1863327.8282000003,956741.2050000001,885063.2826,1028419.1274
0307000J0AAAGAG,938539.0241099999,494346.0726410938,453354.3842383646,535337.7760700521
0307000J0AAAIAI,1137983.5645499998,531935.29373965,399094.77813360374,664775.8191049395
0307000J0AAAJAJ,2095856.71427,1166752.339699456,951668.859414,1381835.8755429313
0307000K0AAAAAA,1510342.41465,734496.6098400637,588672.8533663459,880320.381450695
0307000K0BBAAAA,591927.68334,345157.94811179716,244954.18014850828,445361.71607508603
0401010ACAAAAAA,931990.97271,474331.7662,405238.66662499995,543424.9023648438
0401010ADAAAAAA,9017033.651750002,3806954.6107873,3383038.0999517664,4230871.0800958
0401010ADAAAEAE,2879418.0719600003,1451193.4641497396,1030680.9087809896,1871706.0756229167
0401010ADAABRBR,1456353.88136,741962.7685009766,564949.4133821615,918976.13886556
0401010ADAABSBS,713870.45421,382143.0923030273,284166.5083998535,480119.6730045898
0401010ADAACVCV,1238012.78435,584552.6688477539,467603.14103778644,701502.1966577213
0401010ADAACYCY,910966.2678500001,474731.5186927833,440704.59264118253,508758.4592412802
0401010ADAACZCZ,16189757.498410001,7745968.612735238,6832942.559065701,8658994.864751002
0401010ADAADADA,893434.5186899999,0.0,0.0,0.0
0401010ADBBAAAA,14253642.074750002,7352160.2548929,5998439.070449888,8705881.379270025
0401010ADBDAACU,2107387.46338,1127799.9481456669,1011097.4684355105,1244502.4379058336
0401010ADBDABCV,4286588.141770001,2293255.99892125,2099553.9825273696,2486957.914815026
0401010B0AAAFAF,571411.07582,274073.1053251953,170094.98960491765,378051.2121084037
0401010B0AABSBS,4009373.7254999997,2021177.5009661014,1023916.2683331459,3018438.6382703176
0401010R0AAAAAA,1530981.45771,759054.1617108035,387326.2748396205,1130782.0446093748
0401010R0AAACAC,557285.39168,262752.02491835714,210403.73558057254,315100.3122593817
0401010T0AAAEAE,679847.96473,300279.71120957605,-10166.299235295308,610725.7225737978
0401010T0AAAMAM,4775766.06953,2553971.2714285715,851120.3643805804,4256822.215982143
0401010T0AAANAN,1854860.07295,987792.8571428573,421640.6424386161,1553945.0613839286
0401010Y0AAAAAA,302508.35017,164915.80779182143,134310.8617888259,195520.7601928125
0401010Y0AAABAB,322284.68851000007,156258.22991464284,144000.5762236607,168515.883605625
0401010Z0AAAAAA,2699183.5784599995,1348314.89,1085161.1185714286,1611468.6614285712
0401010Z0AAACAC,1994619.1627500004,910379.7771428571,605373.8155357143,1215385.73875
0401020B0AAAAAA,1424140.09977,724554.9175035417,666142.8558147916,782966.9899253126
0401020B0AAABAB,667834.82146,318290.07487473334,292171.732270137,344408.436237723
0401020K0AAAHAH,1674233.59955,726600.8284831785,667253.3269904642,785948.3180998748
0401020K0AAAIAI,1251688.98888,563523.6135884286,515232.21637071425,611815.0044499643
0401020K0AAAJAJ,169653.42408,76000.92392211831,68885.34834883371,83116.50123080691
0401020K0AAAWAW,3230875.9345299997,2267108.262630649,1836906.8823801093,2697309.5740395924
0401020K0AACICI,598039.0740799999,351953.64859116,75013.4580252787,628893.8381603797
0401020P0AAABAB,1224049.7642700004,567320.6533674777,516489.8006024732,618151.52971725
0401020P0AAADAD,5545461.86452,2259862.2414732142,1982790.1550781252,2536934.380558036
0401020P0AACICI,596559.1407999999,288467.55759300187,239771.19191943156,337163.91315606656
040201030AAAAAA,763673.3359999999,334877.1750231,316047.7290399,353706.6210063
040201030AAABAB,282737.51892,128434.636965,119086.119226875,137783.15470312498
040201030AAACAC,124586.59451000002,52294.12381906666,49701.03068874792,54887.216949385416
040201030AAADAD,145823.05257999996,49943.24926825,46833.145626718746,53053.35290978125
040201030AAAKAK,2571409.78954,1238645.70875,1133212.79375,1344078.549375
040201030AAATAT,5649320.723350001,3849395.8705019997,3277746.8902942967,4421044.850709703
040201060AAAAAA,474914.7148799999,224926.0502937857,212217.0215303839,237635.07905718748
040201060AAABAB,124375.98309999998,53043.51183085714,49851.2161515,56235.807510214276
040201060AAACAC,595915.6794200001,261391.18364573212,248304.7240787857,274477.6393655178
040201060AAADAD,305042.87932,136114.08568841964,128804.22449508928,143423.94847079465
040201060AAALAL,176768.89979,81644.36037557144,76041.62163444643,87247.09911669642
040201060AAAQAQ,268550.96369000006,121063.83507327677,111475.49750495981,130652.1756105982
040201060AAAXAX,491684.31369999994,239365.19352178124,206769.55772660743,271960.8129887373
040201060AAAZAZ,402924.6846200001,201332.3293318079,167713.1853110529,234951.47073965604
0402010A0AAAAAA,3000351.4968700004,1628856.522734375,1459214.4773541666,1798498.6328541667
0402010A0AAAEAE,1361696.6295699999,465110.42031250003,429913.9395833333,500306.89505208336
0402010A0AAAGAG,1070901.51298,487819.0724999999,438900.25265624997,536737.8596249999
0402010A0AAAHAH,657239.66949,326333.6649003606,240329.35179647763,412337.9780039387
0402010ABAAABAB,1798585.48333,874068.2984999999,800358.0019999999,947778.5719999999
0402010ABAAACAC,804021.2692700003,331604.6871186,310187.6100784125,353021.76784704375
0402010ABAAADAD,659244.40971,282676.7310784125,265075.04595451354,300278.4188270229
0402010ABAAAFAF,269413.15555,117257.29701404998,109861.50986251874,124653.08416558124
0402010ABAAAKAK,513873.2627299998,280939.98125,264993.85375,296886.10875
0402010ABAAAVAV,2911687.15064,1404424.678184777,1150135.4467586807,1658713.8931064145
0402010ABAAAWAW,1432777.47346,701570.9335271153,630997.123948877,772144.736208168
0402010ABAAAXAX,2775314.9744399996,1382582.0015666666,1267871.0777799478,1497292.9253533853
0402010ABAAAYAY,1817067.5479100002,894704.2471946211,823738.194674332,965670.2721261679
0402010ABAABABA,877700.0334999999,431237.4634165508,389711.8473847168,472763.1001399414
0402010ABAABFBF,1586483.06127,641863.36245625,420622.4817460938,863104.2041875
0402010ABBCAAAV,523309.62995,256831.94411032525,182236.47290892084,331427.4153117297
0402010ABBCABAW,543825.51196,278441.97334221564,252285.9735242193,304597.97950001224
0402010ABBCACAX,1339530.63611,663827.1700508966,609466.2657974744,718188.0523552911
0402010ABBCADAY,996598.57279,502658.90636303124,454922.57685511693,550395.2285541965
0402010ABBHAAAV,438367.60019,216553.08598095935,172489.14032934842,260617.0316325703
0402010ABBHADAX,842458.5820299999,410001.6198058652,326023.85564996913,493979.38396176125
0402010ABBHAEAY,634037.14695,315338.4714244933,251233.68177556325,379443.2839981802
0402010ABBIAAAV,645767.38482,319649.3152929078,290145.24017118046,349153.38682151254
0402010ABBIADAX,941037.04119,472654.71928839525,423799.50251839455,521509.9088135984
0402010ABBIAEAY,762688.18805,384810.77220768074,352182.4428321703,417439.0895134214
0402010ADAAAAAA,6436998.718150001,8677824.777678572,7611300.196874999,9744349.091071427
0402010ADAAABAB,3190336.2395099993,1666945.5257142857,1504829.61375,1829061.4376785716
0402010ADAAACAC,855042.2981700002,492943.35100446426,430698.7733677455,555187.9059709822
0402010ADAAADAD,4810600.765619999,3209185.6965624997,2754626.390625,3663744.935625
0402010ADAAAEAE,662398.5693999999,283047.1099469841,430.8548360021887,565663.3714063447
0402010ADAAAGAG,3171200.26307,1721055.7711041667,1143729.5297708334,2298382.034291667
0402010ADAAAKAK,955930.01527,496823.14716319996,255243.9453526073,738402.3514423874
0402010ADBBAAAA,465918.9732,216722.5534961484,-498449.0417545266,931894.125999375
0402010AIAAABAB,509711.51626,243053.56954602117,210954.43025031805,275152.71129847097
0402010AIAAACAC,536485.08382,264059.1071903069,244643.4727956975,283474.7194741964
0402010D0AAAIAI,2962019.1764700003,1571160.1508035716,1371835.20375,1770485.0978571428
0402010D0AAAJAJ,1860741.23008,1004589.1638169643,840501.1743526785,1168677.1399665177
0402010D0AAAKAK,1239760.4581900002,684993.2975167411,627440.4140904018,742546.1948660715
0402010J0AAACAC,3212861.5996900005,1526178.1006970436,1285372.884609924,1766983.3392466682
0402010J0AAAIAI,17846065.00157,8900389.396466387,7627846.192052188,10172933.191879742
0402010K0AAAMAM,1090476.8105,513060.80168513674,179972.70658555665,846148.9331262723
0402010L0AAAAAA,1933078.5663999994,1080631.7783184,854237.1943655345,1307026.3622712656
0402010P0AAADAD,870461.84933,431923.8613017857,393559.92291043524,470287.80455435824
0402010S0AAADAD,3517231.00174,2005576.092975,1578347.5482124998,2432804.6628166665
0402010S0AAAEAE,824941.2607199999,399949.39617809997,274608.8128257808,525289.9902153853
0402010S0AAAIAI,1231332.07789,641701.6726,481846.79245,801556.5606000001
0402010U0AAAEAE,545361.46351,322370.2248,220444.0830140625,424296.363940625
0402010U0AAAHAH,289240.63457999995,282237.604,253809.2095,310665.9985
0402010U0AAAQAQ,653964.5462999999,341581.29935273435,301159.7589325195,382002.8315402344
0402010X0AAAKAK,913213.32666,480375.7929756,177489.83148503408,783261.7500841662
0402020ABAAABAB,575295.0688,270700.34643793764,233609.1472581752,307791.54561770003
0402020ABAAACAC,1215601.98311,601076.87697194,512881.46645182866,689272.2964699984
0402020ABAAADAD,1737592.94731,868534.9229980528,772745.6893072469,964324.1230213429
0402020ADAAAAAA,930908.6685,379744.18698866555,238163.6343731457,521324.745904785
0402020ADAAABAB,1547212.40304,880651.1720946077,733761.5011517582,1027540.8304362581
0402030K0AAACAC,480017.33508000005,244896.5102783203,206833.10927971057,282959.90427363396
0402030K0BFAAAF,1683338.5244099998,913749.6957982599,862693.6964580225,964805.71993763
0402030K0BFABAI,1242536.16989,673049.3290661087,619796.4424299025,726302.1938186613
0402030Q0AAAAAA,978711.53381,452324.4895940999,412217.1051595874,492431.8740286124
0402030Q0AAABAB,2568090.5510499994,1197168.7516273998,1105088.658201525,1289248.8006771123
0402030Q0BBAAAA,904489.1667100001,419247.0086721778,390656.35546019446,447837.6618841611
0402030Q0BBABAB,2762630.51208,1286016.5741291,1214200.14529025,1357833.00296795
0403010B0AAAGAG,13695348.822999999,6123871.244177142,5580937.496902857,6666804.817492857
0403010B0AAAHAH,3335341.268600001,1532255.9622224283,1447061.891555714,1617450.055637571
0403010B0AAAIAI,2236651.18774,1035151.6581311428,975426.3708088571,1094876.9454534284
0403010B0AAANAN,618795.92542,310742.14808958955,279297.9107345162,342186.38147929957
0403010B0AABCBC,1182608.86112,611710.2816118033,503754.5856175849,719665.9576323578
0403010F0AAABAB,509281.25889000006,278942.8242857143,258108.36227678572,299777.28629464284
0403010F0AAACAC,2053962.1938899998,1100937.357142857,1030993.60375,1170881.1105357143
0403010J0AAAAAA,2083831.83028,1037587.4713392856,866250.5466964286,1208924.4073214286
0403010J0AAAIAI,1866229.7745500002,1351829.05,1140175.2375,1563482.875
0403010L0AAABAB,1313501.45947,607819.9894930664,460652.9241402623,754987.0675216378
0403010L0AAACAC,1707866.7888399998,851901.2021287109,712169.3857759765,991633.0687924803
0403010N0AAAEAE,286019.78650000005,134974.878884558,121374.08734186606,148575.67456712946
0403010R0AAAAAA,1745384.51796,932828.503359375,815345.7989062499,1050311.2078125
0403010V0AAADAD,758798.48009,374376.0978,332453.75509999995,416298.45505
0403010V0AAAEAE,310641.68391,152273.52752499998,140339.94480625,164207.11702499999
0403010V0AAARAR,1811521.7674500002,899356.9836151138,796511.770305645,1002202.1969245826
0403010X0AAAAAA,646288.2337900001,360781.5321428571,342263.3799107142,379299.68437499995
0403010X0AAABAB,734113.99225,371425.67767857143,345211.9012276785,397639.44732142857
0403010X0AAADAD,715027.9577200001,517793.4407142857,480871.7091964286,554715.1722321429
0403010X0AAAFAF,1100468.34899,618807.8854322917,532107.4367916668,705508.3340729168
0403010X0AAANAN,607422.23224,299688.59554440295,231641.76977959677,367735.42958979565
0403010Y0AAAAAA,3601160.44223,1803056.8453951594,1514125.9740286693,2091987.7167616491
0403010Y0AAABAB,580177.94638,289247.5429589002,235039.57838493207,343455.49582542514
0403010Y0AAACAC,1400211.24272,725010.9342411377,602915.8429344029,847106.0648492851
0403020H0AAAAAA,494897.51784,237932.3757672991,198696.82346888952,277167.9280657087
0403020M0AAAAAA,504289.46407,242764.0911403125,185929.68472148437,299598.49097296875
0403020Q0AAAAAA,4914292.56118,2378690.3057158366,1993844.1692079864,2763536.4422236867
0403030D0AAAAAA,11178483.24216,9456383.58,8782763.5,10130003.66
0403030D0AAABAB,4417455.624360001,2045055.6360714284,1809592.6907142857,2280518.5178571427
0403030D0AAACAC,1914182.3490600006,1493504.8414285714,1377370.7742857144,1609638.9085714286
0403030E0AAAAAA,10942690.396440001,10693457.021333333,10029242.680000002,11357671.077333335
0403030E0AAACAC,2501083.2069899994,1011613.3215535715,499366.09580803575,1523860.53325
0403030E0AAAEAE,356214.0560299999,192042.69400000002,164260.80346875,219824.58453125
0403030E0AAAHAH,571508.1231900001,270483.0,159937.87815290177,381028.1258928572
0403030E0AAALAL,3519378.6439600005,2492291.7723958334,2127159.0083333333,2857424.5364583335
0403030E0AAANAN,611954.88173,337364.49999999994,253187.29505208333,421541.70781249995
0403030P0AAAAAA,1442904.07806,770758.0753333333,723425.5479166666,818090.6093333333
0403030P0AAABAB,425921.87457999995,199674.13775499997,184813.67911937498,214534.596390625
0403030P0AAAKAK,352602.7637,166894.4851043203,149859.18294363283,183929.7813374531
0403030P0AAALAL,637738.9988300002,296925.60846332344,258320.41084332654,335530.8022926125
0403030Q0AAAAAA,13994634.74937,6236794.197387428,5626272.321003428,6847315.9453097135
0403030Q0AAABAB,14986281.84013,6535825.178002072,5873200.565101285,7198449.939436714
0403030Q0AAAQAQ,1006083.49358,0.0,0.0,0.0
0403030Q0AAAZAZ,5592154.00151,2969293.552403241,2722614.2986794775,3215972.8061270043
0403030Q0BBABAB,634009.99287,328011.11690269917,291751.7326695301,364270.4973252974
0403030X0AAAAAA,1261746.8573699999,829082.190625,728104.7482142857,930059.6633928572
0403030X0AAABAB,785571.4331499997,503710.3621875,461045.56526785716,546375.1515624999
0403030X0AAACAC,450566.6964600001,249266.45825892856,217398.6542410714,281134.26741071424
0403030Z0AAAAAA,1011184.8175899999,384462.9845,355643.43769791664,413282.52641666663
0403040ABAAAAAA,1823069.3521399999,871750.3262814844,729048.3903210234,1014452.2115284218
0403040ABAAABAB,3594999.4596,1695554.2328391562,1420119.2196473905,1970989.2315413437
0403040ABAAACAC,2299455.42856,1088147.2925905313,933479.7833217656,1242814.816348875
0403040W0AAAAAA,1580214.7413699997,920112.45375,859435.94484375,980788.918125
0403040W0AAABAB,6886206.50911,3953819.009285714,3708297.143928571,4199340.874642856
0403040W0AAADAD,3366004.8198100007,2549817.2410714286,2374797.133928572,2724837.4285714286
0403040W0AAAEAE,4771709.549740002,2689953.4028571425,2489082.523928571,2890824.2373214285
0403040W0AAAJAJ,1193378.5884599998,655088.9966666667,597093.2504166667,713084.7183333334
0403040W0AAAKAK,1866536.4803100002,1121645.0308333333,964775.8022916667,1278514.32
0403040W0AAALAL,4964484.326709999,2609250.687792,2399087.74875,2819413.626834
0403040W0AAAMAM,618179.6564900001,300512.768424,210649.00379531248,390376.5330526875
0403040W0AAASAS,1416744.3267899998,772689.0806425781,681547.2412605468,863830.9419785157
0403040W0AAATAT,2001613.5054300004,674317.9527535546,601053.9340061953,747581.971500914
0403040W0AAAVAV,727121.3665400001,351685.9476072459,134743.50270303802,568628.3980877459
0403040W0AAAXAX,834787.74194,426532.48975199996,295889.00112438283,557175.9783796171
0403040W0BBADAD,484254.26332,240124.52505917972,211615.42287138285,268633.63018461835
0403040W0BBAEAE,805154.66002,411690.58326485154,373503.16546578903,449877.9912578359
0403040W0BGAAAD,770702.3731099999,396358.67861618754,333395.54610984377,459321.8180014219
0403040W0BGABAE,1347785.9446400004,683793.0962007857,619794.5169058929,747791.6754956786
0403040W0BGACAT,1671630.5701899999,817422.2384661172,668623.7532706055,966220.7690905335
0403040W0BNACAL,316457.62289,195506.366041,135182.3819793125,255830.3501026875
0403040W0CCADAT,1707846.46752,888663.2138999999,816437.3657100669,960889.0517402343
0403040X0AAAAAA,3382085.2682600003,1540916.877260625,1402970.91238875,1678862.859695625
0403040X0AAAGAG,1181806.94924,419907.7759943182,328301.3684659091,511514.2182848011
0403040X0AAAJAJ,251009.01423,110991.09147729166,100691.61028627603,121290.57437583333
0403040X0AAALAL,304604.92471999995,144312.51361555,131234.32086100001,157390.7063701
0403040X0AAAMAM,249694.2160399999,117465.12814616249,107054.05811832187,127876.20879969373
0403040X0AAANAN,4516276.843640001,2064576.1324099284,1835182.0505480713,2293970.349424214
0403040X0AAAPAP,3610255.21777,1670732.08240025,1510064.3315484999,1831399.7220188752
0403040Y0AAAAAA,4062600.453020001,2387000.225357143,2068259.7956250003,2705740.679107143
0403040Y0AAABAB,7942434.199430001,5036913.462857142,4461811.062857143,5612015.931428571
0403040Y0AAACAC,952158.6356700002,531760.861696166,374294.41258587304,689227.3324859414
0403040Z0AAAAAA,508238.9791800001,242523.97979883538,213161.0185906518,271886.9370370209
0404000L0AAAJAJ,5533911.9999400005,2066572.355993304,1826283.7516517858,2306860.8325781254
0404000L0AABNBN,2170205.3589600003,992865.8320225124,822347.3113763577,1163384.3623722936
0404000L0AABPBP,1140724.88727,479576.99860382813,386969.1188113969,572184.8880998859
0404000M0AAAAAA,831142.96132,451668.49054166663,412176.75118749996,491160.2112083333
0404000M0AAAJAJ,597842.14818,329008.28328125,285871.0178125,372145.5415625
0404000M0AAAKAK,672475.62099,333936.9825956938,307399.70102830627,360474.26416308124
0404000M0AAAMAM,874508.2981799999,274282.5812586,176031.67097520252,372533.48963993543
0404000M0AAANAN,1397316.6490499997,467285.82449699997,326013.78433938476,608557.8594771523
0404000M0BCADAU,1320541.49488,740103.8428333332,613728.9013502604,866478.7843164061
0404000M0BCAEAQ,3153252.37827,1595882.1200515626,1329322.5324078125,1862441.6637875
0404000M0BCAFAV,3068897.0935799996,1799363.0758833333,1599590.9812622396,1999135.1875796875
0404000M0BDAAAM,3006451.2547599995,1521631.6647344723,1258177.8422403296,1785085.4415791258
0404000M0BDABAN,6321256.03108,3024431.9296368747,2642110.466419297,3406753.2685953435
0404000M0BDAEAT,3083276.3935,1684618.7469108982,1280035.5575671827,2089201.9362546138
0404000M0BDAFAR,5550501.3940200005,2528162.456857209,1895217.0408710297,3161107.890801684
0404000M0BGADAU,1777749.1071299997,811002.8976387053,715910.7088095335,906095.0747382188
0404000M0BGAEAQ,2501891.8740499998,1052726.7113365713,762829.3248770339,1342624.10483704
0404000M0BGAFAV,2144746.07174,923844.9677657812,789313.2680847717,1058376.6428113715
0404000M0BGAGAW,2209186.72999,989479.4958144282,862435.5881407501,1116523.3894083344
0404000M0BGAHAY,808945.4973,376725.76813846256,292406.76159908075,461044.76588164584
0404000M0BGAIAZ,910374.83888,446555.68571026874,401592.1959033828,491519.1907678016
0404000M0BIACAN,384297.29675,77807.65085154824,-84851.58786115574,240466.89384880857
0404000M0BKAAAM,586558.9354000001,368187.1058526031,216317.59203174035,520056.6025713729
0404000M0BKACAN,916236.93735,637535.5999856001,389370.63439385267,885700.5604011043
0404000M0BKADAR,1398502.9144899996,740711.1491559999,390487.82686804165,1090934.5073507917
0404000S0AAAAAA,1048702.48109,612720.8992299108,508560.4187723214,716881.4178487724
0404000S0AAABAB,1208458.87583,592310.8747433035,312641.98646484374,871979.7800558035
0404000S0AAADAD,902385.4565000001,558700.8994280135,473771.60825892864,643630.2026534599
0404000S0AAAEAE,894262.6861500002,479061.05825892853,352446.8709709821,605675.2489285714
0404000S0AAAFAF,1130940.148,668225.8572447394,567790.5796984566,768661.1261832614
0404000U0AAAAAA,1605081.6390799999,840293.6155928059,561754.935885269,1118832.252474544
0404000U0AAABAB,2666867.2353999997,2302278.511104,1695159.463258625,2909397.543728
0404000U0AAACAC,2080467.1751899996,1372000.3241712488,1159080.6412914258,1584919.9906326863
0404000U0AAADAD,3812071.68775,1196210.67426,578318.5755177442,1814102.7505909766
0404000U0AAAEAE,1811884.1720700003,391848.184179,54263.78336208234,729432.5932852324
0404000U0AAAFAF,2469472.5571900005,1289420.5443879375,1032379.9962899415,1546461.1250874845
0404000U0BCAAAB,2830514.83479,2893010.089632,2010485.6656364999,3775534.4527419996
0404000U0BCABAF,2527106.5690000006,1515309.7347537188,1222504.8398941641,1808114.6078789064
0404000U0BCACAD,4046676.5496899993,1076498.7282,168144.215452876,1984853.2655995314
0404000U0BCADAA,2067382.1044999997,1146160.1796683695,764239.2371236479,1528081.107937825
0404000U0BCAEAC,2754494.353539999,2012042.8472684363,1826845.2965294095,2197240.398007463
0404000U0BCAFAE,2303123.9017700003,500256.44678699994,4150.33893688806,996362.5380584825
0404000U0BDAAAB,723004.99588,304430.89056128124,226925.79527515624,381935.97823671874
0404000U0BDABAD,773307.5150299998,435639.12462,249422.23167045898,621856.0130872852
0404000U0BDACAF,693044.1565599999,130270.72873912647,-91845.69674401978,352387.1494678799
0404000V0AAAAAA,650260.27918,335789.8703000156,268375.8968764453,403203.8480045976
0404000V0AAABAB,555579.18733,332911.29855453124,280325.83344184374,385496.76366721874
0404000V0AAACAC,756572.96672,407835.79909843754,343678.85239453125,471992.7604382812
0404000V0AAADAD,688169.41481,340259.6902411308,290933.3595694668,389586.0056182402
0404000V0BBAAAA,516342.47923,284308.8207368906,245566.3068339609,323051.33463982027
0404000V0BBABAB,520239.07486,318665.5039225,271121.5156925,366209.4822000625
0404000V0BBACAC,561512.0662700001,289197.782515625,238560.95870859377,339834.5990046875
0404000V0BBADAD,553585.08115,291744.0359697617,248246.72392057226,335241.34801895113
0405010P0AAAAAA,11388863.662250003,6291110.898273809,5450167.309672619,7132054.410238095
0406000A0AAADAD,4109495.78563,422633.9405054926,-468066.37287583645,1313334.2301573076
0406000A0BCACAD,552629.8938900001,227861.6908222859,134019.2690847334,321704.1096166428
0406000B0AAAAAA,2040578.5419000005,1255527.5732142858,1172003.2836309522,1339051.862797619
0406000B0AAABAB,5852913.36276,4006642.2017857144,3749461.569345238,4263822.83422619
0406000D0AAAAAA,1493876.5152299998,829551.8894940476,734959.9283630953,924143.8180654761
0406000F0AAACAC,2211899.0974900005,1244753.7278999998,1144880.916075,1344626.4851499998
0406000G0AAAAAA,1247332.59779,533913.0488828125,455662.132234375,612163.91878125
0406000J0AAACAC,3740790.73379,1717940.93125,1386546.74609375,2049335.071875
0406000J0AAAJAJ,295469.64207,134660.088245925,117266.386516675,152053.795127025
0406000L0AAATAT,658304.8480000001,323135.27005825,281495.24201847916,364775.3115630833
0406000P0AAADAD,1308184.47996,666201.1373551412,589716.2123700366,742686.0546163737
0406000P0AAAEAE,1184609.6800600002,402879.3468092857,370682.9873578571,435075.69956999994
0406000S0AAABAB,4044906.20619,3138338.33825,2890334.9683125005,3386341.57525
0406000S0AAAGAG,1995573.63857,1003913.5269386119,878081.8643697937,1129745.211970667
0406000S0AAAKAK,1112336.40492,539994.4840156077,451398.1788411547,628590.7891900609
0406000T0AAAGAG,3809201.4243699997,1921921.9039285714,1810613.5244642857,2033230.2833928573
0406000T0AAAKAK,1021088.7488899999,532951.1808,487327.8,578574.5568
0407010F0AAAAAA,4762122.261550001,2289615.73711851,1961947.6538955902,2617283.88160161
0407010F0AAABAB,1994031.8295299998,1028849.7542132167,901974.4366522285,1155725.071774205
0407010F0AAACAC,1526352.16285,916931.70046875,765250.2651953126,1068613.1357421875
0407010F0AAADAD,7143269.953919998,3619465.8948,3282554.9691,3956376.8676
0407010F0AAAFAF,5571405.91518,3113897.2199999997,2516317.65,3711476.6325
0407010F0AAAHAH,25546816.349569995,12476963.199615333,11286009.533785334,13667916.705445334
0407010F0AAAKAK,4866928.27393,2373747.6780578,2106502.2752176,2640993.0282438
0407010F0AAAVAV,746198.7122700001,372657.2737741094,286431.5759849063,458882.9630744688
0407010F0BGAAAF,362260.02674,174710.0879796,26713.899940021678,322706.2761820031
0407010F0BGABAH,421930.78475,206446.80659999998,123989.12287040625,288904.49032959377
0407010F0BSAAAH,11996588.485500004,6450429.8371344,5632244.68209312,7268615.109075841
0407010F0BSABAD,1231439.6679300002,658925.67306541,576905.040453725,740946.341833715
0407010H0AAA5A5,616121.10306,289346.7324398537,245818.71527904406,332874.7466998206
0407010H0AAAAAA,3005355.4381599994,1432667.07970425,1311416.2549735,1553917.919656375
